sample_id,criterion_id,criterion_group,criterion_name,result,confidence_score,evidence_fragment_id,evidence_source,evidence_match_reason,reason,suggested_reviewer_action,checked_by,checked_at
HNMU-G6-R0049-STT6,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0118;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0049-STT6,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0050-STT7,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0111;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0111,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0050-STT7,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0111;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0111,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0051-STT8,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0051-STT8,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0052-STT9,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0123;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0052-STT9,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0053-STT10,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0053-STT10,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0054-STT11,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0054-STT11,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0055-STT12,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0055-STT12,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0126,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0056-STT13,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0123;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0056-STT13,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0123,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0057-STT14,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0118;LM-SGK-TIN6-0001#F0048;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md;shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,"Các tiêu chí hội thoại bám câu hỏi, bám đáp án và không lạc hướng đều pass ở output gốc.",Không thấy hội thoại nêu kiến thức ngoài phạm vi câu hỏi/đáp án; có evidence hoặc kiểm tra liên quan đủ dùng cho audit sơ bộ.,keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0057-STT14,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118;LM-SGK-TIN6-0001#F0048;LM-SGV-TIN6-4918798731#F0118,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md;shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_4/sgv_tin_6_bai_4.md,"Các tiêu chí khớp bài/vị trí, hội thoại bám câu hỏi, bám đáp án và mức nhận thức đều pass ở output gốc.","Chủ đề, bài học, câu hỏi, đáp án và hội thoại nói về cùng một nội dung ở kiểm sơ bộ.",keep,hnmu-dialogue-auditor:repair-shard-03,2026-07-18T06:45:01+07:00
HNMU-G6-R0086-STT1,RAW-CON-06,consistency,Không bịa học liệu,pass,0.82,LM-SGK-TIN6-0001#F0082,"SGK Tin học 6, Bài 7, tr. 28","Đoạn SGK nêu trực tiếp máy tìm kiếm là website đặc biệt hỗ trợ tìm thông tin trên Internet và nêu ví dụ Google, Yahoo, Bing, Cốc Cốc.","Hội thoại chỉ diễn giải đúng nội dung bài 7 về máy tìm kiếm, không thêm tri thức ngoài SGK/SGV.",Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0086-STT1,RAW-CON-07,consistency,Nhất quán metadata,pass,0.80,LM-SGK-TIN6-0001#F0082,"raw_metadata + SGK Tin học 6, Bài 7, tr. 28","Lesson, vị trí, câu hỏi và hội thoại đều cùng xoay quanh máy tìm kiếm ở Bài 7; fragment SGK khớp cùng chủ đề.",Các trường metadata của raw row thống nhất với nội dung học liệu và hội thoại.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0087-STT2,RAW-CON-06,consistency,Không bịa học liệu,pass,0.82,LM-SGK-TIN6-0001#F0082,"SGK Tin học 6, Bài 7, tr. 28","SGK liệt kê trực tiếp các máy tìm kiếm phổ biến như Google, Yahoo, Bing, Cốc Cốc.","Danh sách trong hội thoại trùng với ví dụ học liệu của Bài 7, không thấy nội dung bịa thêm.",Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0087-STT2,RAW-CON-07,consistency,Nhất quán metadata,pass,0.80,LM-SGK-TIN6-0001#F0082,"raw_metadata + SGK Tin học 6, Bài 7, tr. 28","Mẫu, câu hỏi và hội thoại đều bám đúng bài 7 về máy tìm kiếm và các ví dụ phổ biến.",Metadata của mẫu khớp đúng chủ đề và vị trí học liệu.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0088-STT3,RAW-CON-06,consistency,Không bịa học liệu,pass,0.84,LM-SGK-TIN6-0001#F0083,"SGK Tin học 6, Bài 7, tr. 29",Đoạn SGK định nghĩa từ khoá là từ hoặc cụm từ liên quan đến nội dung cần tìm kiếm.,"Hội thoại dùng đúng định nghĩa từ khoá trong SGK, không thêm nội dung trái nguồn.",Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0088-STT3,RAW-CON-07,consistency,Nhất quán metadata,pass,0.82,LM-SGK-TIN6-0001#F0083,"raw_metadata + SGK Tin học 6, Bài 7, tr. 29","Câu hỏi, đáp án và hội thoại đều nói về khái niệm từ khoá trong cùng Bài 7.",Metadata và nội dung học liệu thống nhất về một chủ đề duy nhất.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0089-STT4,RAW-CON-06,consistency,Không bịa học liệu,pass,0.83,LM-SGK-TIN6-0001#F0083,"SGK Tin học 6, Bài 7, tr. 29",SGK nêu rõ kết quả tìm kiếm là danh sách các liên kết và có thể hiển thị dưới nhiều dạng.,"Diễn đạt trong hội thoại về các liên kết phù hợp với học liệu bài 7, không thấy bịa đặt.",Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0089-STT4,RAW-CON-07,consistency,Nhất quán metadata,pass,0.81,LM-SGK-TIN6-0001#F0083,"raw_metadata + SGK Tin học 6, Bài 7, tr. 29",Mẫu đang kiểm đúng câu hỏi về kết quả tìm kiếm trong Bài 7 và khớp với fragment SGK cùng chủ đề.,Không thấy lệch bài hoặc lệch nội dung giữa metadata và hội thoại.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0090-STT5,RAW-CON-06,consistency,Không bịa học liệu,pass,0.80,LM-SGK-TIN6-0001#F0082,"SGK Tin học 6, Bài 7, tr. 28","SGK nêu công dụng chung của máy tìm kiếm là tìm thông tin nhanh chóng, hiệu quả qua từ khoá.",Ví dụ trong hội thoại chỉ triển khai đúng công dụng của máy tìm kiếm như SGK mô tả.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0090-STT5,RAW-CON-07,consistency,Nhất quán metadata,pass,0.78,LM-SGK-TIN6-0001#F0082,"raw_metadata + SGK Tin học 6, Bài 7, tr. 28",Câu hỏi về ích lợi của máy tìm kiếm trong học tập khớp cùng Bài 7 và cùng mạch nội dung.,Các trường metadata nhất quán với nội dung học liệu và hội thoại.,Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
HNMU-G6-R0091-STT6,RAW-CON-06,consistency,Không bịa học liệu,pass,0.84,LM-SGK-TIN6-0001#F0082,"SGK Tin học 6, Bài 7, tr. 28",SGK có lưu ý thận trọng khi chia sẻ thông tin cá nhân trên Internet.,"Hội thoại bám đúng cảnh báo an toàn trong học liệu, không vượt khỏi phạm vi bài học.",Không cần hành động,hnmu-dialogue-auditor:repair-shard-03,2026-07-17T23:59:00+07:00
