sample_id,grade,lesson,position,evidence_fragment_id,evidence_material_type,evidence_lesson_title,evidence_page_start,evidence_source_markdown_path,evidence_status,evidence_match_reason,needs_learning_resource_review,consistency_issue_codes
HNMU-G6-R0013-STT12,6,Bài 1. Thông tin và dữ liệu,Vận dụng 1.b. Trang 7 SGK,LM-SGK-TIN6-0001#F0013,SGK,Bài 1. THÔNG TIN VÀ DỮ LIỆU,7,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0014-STT13,6,Bài 1. Thông tin và dữ liệu,"Vận dụng 2, Trang 7 SGK",LM-SGK-TIN6-0001#F0004,SGK,Bài 1. THÔNG TIN VÀ DỮ LIỆU,5,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0015-STT14,6,Bài 1. Thông tin và dữ liệu,"Câu 1.b, Luyện tập, Trang 7 SGK",LM-SGK-TIN6-0001#F0004,SGK,Bài 1. THÔNG TIN VÀ DỮ LIỆU,5,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0016-STT1,6,Bài 2. Xử lí dữ liệu,"Mục 1, Trang 10 SGK",LM-SGK-TIN6-0001#F0017,SGK,Bài 2. XỬ LÝ THÔNG TIN,9,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0017-STT2,6,Bài 2. Xử lí dữ liệu,"Mục 2, Trang 10 SGK",LM-SGK-TIN6-0001#F0018,SGK,Bài 2. XỬ LÝ THÔNG TIN,10,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0018-STT3,6,Bài 2. Xử lí dữ liệu,"Câu hỏi 2, Trang 10 SGK",LM-SGK-TIN6-0001#F0018,SGK,Bài 2. XỬ LÝ THÔNG TIN,10,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0019-STT4,6,Bài 2. Xử lí dữ liệu,"Mục 2, Trang 10 SGK",LM-SGK-TIN6-0001#F0020,SGK,Bài 2. XỬ LÝ THÔNG TIN,11,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0020-STT5,6,Bài 2. Xử lí dữ liệu,"Mục 1, Trang 9 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0021-STT6,6,Bài 2. Xử lí dữ liệu,"Mục 2, Trang 11 SGK",LM-SGK-TIN6-0001#F0020,SGK,Bài 2. XỬ LÝ THÔNG TIN,11,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0022-STT7,6,Bài 2. Xử lí dữ liệu,"Hoạt động 1, Trang 19 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0023-STT8,6,Bài 2. Xử lí dữ liệu,"Hình 1.2, Trang 10 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0024-STT9,6,Bài 2. Xử lí dữ liệu,"Mục 1, Trang 9 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0025-STT10,6,Bài 2. Xử lí dữ liệu,"Mục 1, Trang 9 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0026-STT11,6,Bài 2. Xử lí dữ liệu,"Câu hỏi b, Trang 9 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0027-STT12,6,Bài 2. Xử lí dữ liệu,"Luyện tập 2, Trang 11 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0028-STT13,6,Bài 2. Xử lí dữ liệu,Vận dụng thực tế,LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0029-STT14,6,Bài 2. Xử lí dữ liệu,"Vận dụng 1, Trang 11 SGK",LM-SGK-TIN6-0001#F0014,SGK,Bài 2. XỬ LÝ THÔNG TIN,8,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_2/tin_6_bai_2.md,draft,Fallback trực tiếp theo grade + lesson_key + material_type nếu có.,false,
HNMU-G6-R0030-STT1,6,Bài 3. Thông tin trong máy tinh,"Mục 1, Trang 14 SGK",LM-SGK-TIN6-0001#F0036,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,14,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0031-STT2,6,Bài 3. Thông tin trong máy tinh,Mục 1. Trang 14 SGK,LM-SGK-TIN6-0001#F0036,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,14,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0032-STT3,6,Bài 3. Thông tin trong máy tinh,Mục 2. Trang 12 SGK,LM-SGK-TIN6-0001#F0036,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,14,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0033-STT4,6,Bài 3. Thông tin trong máy tinh,"Mục 1, Trang 14 SGK",LM-SGK-TIN6-0001#F0036,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,14,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0034-STT5,6,Bài 3. Thông tin trong máy tinh,"Mục 1, trang 12 SGK",LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0035-STT6,6,Bài 3. Thông tin trong máy tinh,"Mục 2, Trang 14 SGK",LM-SGK-TIN6-0001#F0041,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,15,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0036-STT7,6,Bài 3. Thông tin trong máy tinh,Mục 2. Trang 15 SGK,LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0037-STT8,6,Bài 3. Thông tin trong máy tinh,"Luyện tập 1, Trang 15 SGK",LM-SGK-TIN6-0001#F0041,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,15,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0038-STT9,6,Bài 3. Thông tin trong máy tinh,Hoạt đông 1. Trang 12 SGK,LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0039-STT10,6,Bài 3. Thông tin trong máy tinh,"Hoạt động 1, Ttrang 12 SGK",LM-SGK-TIN6-0001#F0026,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0040-STT11,6,Bài 3. Thông tin trong máy tinh,"Luyện tập 2, Trang 15 SGK",LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0041-STT12,6,Bài 3. Thông tin trong máy tinh,"Vận dụng 2, Trang 15 SGK",LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0042-STT13,6,Bài 3. Thông tin trong máy tinh,"Vận dụng 1, Trang 15 SGK",LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0043-STT14,6,Bài 3. Thông tin trong máy tinh,"Mục 1, Trang 13 SGK",LM-SGK-TIN6-0001#F0029,SGK,Bài 3. THÔNG TIN TRONG MÁY TÍNH,12,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_3/tin_6_bai_3.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0044-STT1,6,Bài 4. Mạng máy tính,Mục 1. Trang 17 SGK,LM-SGK-TIN6-0001#F0044,SGK,Bài 4. MẠNG MÁY TÍNH,16,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0045-STT2,6,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",LM-SGK-TIN6-0001#F0049,SGK,Bài 4. MẠNG MÁY TÍNH,18,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0046-STT3,6,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0047-STT4,6,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0048-STT5,6,Bài 4. Mạng máy tính,"Mục 1, Trang 17 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0049-STT6,6,Bài 4. Mạng máy tính,"Mục 2, Trang 19 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0050-STT7,6,Bài 4. Mạng máy tính,"Hoạt động 1, Trang 16 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0051-STT8,6,Bài 4. Mạng máy tính,"Mục 2.b, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0052-STT9,6,Bài 4. Mạng máy tính,"Mục 2.c, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0053-STT10,6,Bài 4. Mạng máy tính,"Mục 2, Trang 19 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0054-STT11,6,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0055-STT12,6,Bài 4. Mạng máy tính,"Vận dụng 2, Trang 19 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0056-STT13,6,Bài 4. Mạng máy tính,"Mục 2, Trang 18 SGK",LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0057-STT14,6,Bài 4. Mạng máy tính,Vận dụng thực tế,LM-SGK-TIN6-0001#F0048,SGK,Bài 4. MẠNG MÁY TÍNH,17,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_4/tin_6_bai_4.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0058-STT1,6,Bài 5: Internet,"Mục 1, Trang 20 SGK",LM-SGK-TIN6-0001#F0054,SGK,Bài 5. INTERNET,20,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0059-STT2,6,Bài 5: Internet,"Mục 2, Trang 21 SGK",LM-SGK-TIN6-0001#F0056,SGK,Bài 5. INTERNET,21,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0060-STT3,6,Bài 5: Internet,"Mục 1, Trang 20 SGK",LM-SGK-TIN6-0001#F0061,SGK,Bài 5. INTERNET,22,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0061-STT4,6,Bài 5: Internet,"Mục 1, Trang 20 SGK",LM-SGK-TIN6-0001#F0055,SGK,Bài 5. INTERNET,20,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo đáp án SGV và metadata bài học.,false,
HNMU-G6-R0062-STT5,6,Bài 5: Internet,"Mục 1, Trang 23 SGK",LM-SGK-TIN6-0001#F0056,SGK,Bài 5. INTERNET,21,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0063-STT6,6,Bài 5: Internet,"Mục 3, Trang 22 SGK",LM-SGK-TIN6-0001#F0056,SGK,Bài 5. INTERNET,21,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0064-STT7,6,Bài 5: Internet,"Luyện tập 1, Trang 22 SGK",LM-SGK-TIN6-0001#F0056,SGK,Bài 5. INTERNET,21,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0065-STT8,6,Bài 5: Internet,"Vận dụng 1, Trang 22 SGK",LM-SGK-TIN6-0001#F0056,SGK,Bài 5. INTERNET,21,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0066-STT9,6,Bài 5: Internet,"Luyện tập 2, Trang 22 SGK",LM-SGK-TIN6-0001#F0063,SGK,Bài 5. INTERNET,22,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_5/tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0067-STT10,6,Bài 5: Internet,"Kiến thức bổ sung, Trang 39 SGV",LM-SGV-TIN6-4918798731#F0129,SGV,Bài 5. INTERNET,36,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_5/sgv_tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0068-STT11,6,Bài 5: Internet,Vận dụng thực tế,LM-SGV-TIN6-4918798731#F0129,SGV,Bài 5. INTERNET,36,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_5/sgv_tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0069-STT12,6,Bài 5: Internet,Tình huống ứng dụng,LM-SGV-TIN6-4918798731#F0129,SGV,Bài 5. INTERNET,36,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_5/sgv_tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0070-STT13,6,Bài 5: Internet,Hoạt động vận dụng,LM-SGV-TIN6-4918798731#F0129,SGV,Bài 5. INTERNET,36,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_5/sgv_tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0071-STT14,6,Bài 5: Internet,Dự án học tập,LM-SGV-TIN6-4918798731#F0129,SGV,Bài 5. INTERNET,36,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_5/sgv_tin_6_bai_5.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0072-STT1,6,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),LM-SGK-TIN6-0001#F0065,SGK,Bài 6. MẠNG THÔNG TIN TOÀN CẦU,23,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_6/tin_6_bai_6.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0073-STT2,6,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),LM-SGK-TIN6-0001#F0066,SGK,Bài 6. MẠNG THÔNG TIN TOÀN CẦU,23,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_6/tin_6_bai_6.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0074-STT3,6,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),LM-SGK-TIN6-0001#F0066,SGK,Bài 6. MẠNG THÔNG TIN TOÀN CẦU,23,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_6/tin_6_bai_6.md,draft,Top-1 từ SQLite FTS theo câu hỏi và metadata bài học.,false,
HNMU-G6-R0075-STT4,6,Bài 6: Mạng thông tin toàn cầu,Câu hỏi (Tr. 28),LM-SGK-TIN6-0001#F0065,SGK,Bài 6. MẠNG THÔNG TIN TOÀN CẦU,23,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_6/tin_6_bai_6.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
HNMU-G6-R0076-STT5,6,Bài 6: Mạng thông tin toàn cầu,Mục 1. Kiến thức mới (Tr. 27),LM-SGK-TIN6-0001#F0065,SGK,Bài 6. MẠNG THÔNG TIN TOÀN CẦU,23,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_6/tin_6_bai_6.md,draft,Top-1 từ SQLite FTS theo tên bài học.,false,
