sample_id,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,shard_id
HNMU-G8-R0038-STT9,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGV-TIN8-4923610683#F0096,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0039-STT10,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0035,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0040-STT11,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0035,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0041-STT12,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0035,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0042-STT13,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0048,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0043-STT14,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0035,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0044-STT1,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0054,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0045-STT2,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0046-STT3,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0047-STT4,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0048-STT5,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0049-STT6,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0050-STT7,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0051-STT8,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0052-STT9,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0053-STT10,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0054-STT11,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0054,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0055-STT12,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0056-STT13,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0057-STT14,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0056,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0058-STT1,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0062,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0059-STT2,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0065,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0060-STT3,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0074,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0061-STT4,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0062-STT5,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0065,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0063-STT6,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0065,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0064-STT7,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0065-STT8,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0066-STT9,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0067-STT10,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0068-STT11,Có tiêu chí không đạt: RAW-CON-04;RAW-STR-03,cao,"Vui lòng kiểm tra và quyết định mẫu này cần sửa, loại khỏi batch hiện tại, hay giữ lại sau khi chỉnh.",RAW-CON-04;RAW-STR-03,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0069-STT12,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0075,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0070-STT13,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0071-STT14,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0086,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0072-STT1,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0073-STT2,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0074-STT3,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0075-STT4,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0076-STT5,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0077-STT6,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0078-STT7,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0079-STT8,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0080-STT9,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0081-STT10,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0082-STT11,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
HNMU-G8-R0083-STT12,Có tiêu chí specialist còn chưa chắc: RAW-CON-04,trung bình,Vui lòng rà lại mẫu theo các tiêu chí được liệt kê để quyết định giữ/sửa/loại.,RAW-CON-04,LM-SGK-TIN8-0001#F0088,orchestrator-sync-from-draft-policy-checklist,2026-07-19T20:03:05+07:00,shard_01
