sample_id,source_file,source_row_number,grade,lesson,quality_decision,confidence_score,failure_reasons,blocking_criterion_ids,suggested_reviewer_action,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,evidence_fragment_ids,checked_by,checked_at,source_shard
HNMU-G8-R0038-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,38,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0039-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,39,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0040-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,40,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0041-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,41,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0042-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,42,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0043-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,43,8,Bài 3. Thực hành: Khai thác thông tin số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0044-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,44,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0045-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,45,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0046-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,46,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0047-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,47,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0048-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,48,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0049-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,49,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0050-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,50,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0051-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,51,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0052-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,52,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0053-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,53,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0054-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,54,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0055-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,55,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0056-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,56,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0057-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,57,8,Bài 4. Đạo đức và văn hoá trong sử dụng công nghệ kĩ thuật số,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0058-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,58,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0059-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,59,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0060-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,60,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0061-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,61,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0062-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,62,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0063-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,63,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0064-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,64,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0065-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,65,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0066-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,66,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0067-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,67,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0068-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,68,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,failed,0.88,"RAW-STR-03: Hội thoại có lỗi nhãn lượt nói, làm hỏng khả năng đọc lượt nói một cách ổn định. | RAW-CON-04: Hội thoại bám bài nhưng lệch đáp án SGV ở công thức tính thành tiền.",RAW-STR-03;RAW-CON-04,exclude_from_current_batch_or_repair,true,false,true,LM-SGK-TIN8-0001#F0086,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0069-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,69,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0070-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,70,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0071-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,71,8,Bài 5: Sử dụng bảng tính giải quyết bài toán thực tế,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0072-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,72,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0073-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,73,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0074-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,74,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0075-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,75,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0076-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,76,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0077-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,77,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0078-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,78,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0079-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,79,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0080-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,80,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0081-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,81,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0082-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,82,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0083-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,83,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0084-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,84,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0085-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,85,8,Bài 6. Săp xếp và lọc dữ liệu,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0086-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,86,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0087-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,87,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0088-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,88,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0089-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,89,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0090-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,90,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0091-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,91,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0092-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,92,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0093-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,93,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0094-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,94,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
HNMU-G8-R0095-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 8.xlsx,95,8,Bài 7. Trình bày dữ liệu bằng biểu đồ,pass,0.76,,,keep,false,false,false,,orchestrator-canonical-quality-decision-label-sync,2026-07-20T00:00:00+07:00,shard_01
