sample_id,suggested_quality_decision,confidence_score,main_failure_reasons,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,source_checklist_rows,checked_by,checked_at,shard_id
HNMU-G8-R0015-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0016-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0017-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0018-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0019-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0020-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0021-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0022-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0023-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0024-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0025-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0026-STT11,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0027-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0028-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0029-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0030-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0031-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0032-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0033-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0034-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0035-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0036-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0037-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0038-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0039-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0040-STT11,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0041-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0042-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0043-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0044-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0045-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0046-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0047-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0048-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0049-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0050-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0051-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0052-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0053-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0054-STT11,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0055-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0056-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0057-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0058-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0059-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0060-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0061-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0062-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0063-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0064-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0065-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0066-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0067-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0068-STT11,fail,0.88,"RAW-CON-04=fail: Hội thoại bám bài nhưng lệch đáp án SGV ở công thức tính thành tiền. | RAW-STR-03=fail: Hội thoại có lỗi nhãn lượt nói, làm hỏng khả năng đọc lượt nói một cách ổn định.",true,true,false,RAW-CON-04;RAW-STR-03,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0069-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0070-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0071-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0072-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0073-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0074-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0075-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0076-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0077-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0078-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0079-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0080-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0081-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0082-STT11,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0083-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0084-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0085-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0086-STT1,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0087-STT2,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0088-STT3,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0089-STT4,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0090-STT5,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0091-STT6,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0092-STT7,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0093-STT8,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0094-STT9,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0095-STT10,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0096-STT11,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0097-STT12,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0098-STT13,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0099-STT14,keep,0.76,,false,false,false,,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0100-STT1,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0101-STT2,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0102-STT3,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0103-STT4,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0104-STT5,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0105-STT6,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0106-STT7,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0107-STT8,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0108-STT9,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0109-STT10,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
HNMU-G8-R0110-STT11,needs_human_review,0.33,"RAW-CON-01=uncertain: Câu hỏi nhìn chung khớp bài/vị trí, nhưng evidence học liệu đang ở trạng thái draft hoặc chưa tìm được fragment đủ chắc. | RAW-CON-02=uncertain: Đáp án SGV nhìn chung phù hợp câu hỏi, nhưng fragment học liệu chỉ ở mức draft hoặc chưa có fragment xác nhận. | RAW-CON-04=uncertain: Hội thoại có xu hướng bám đáp án, nhưng fragment chỉ là draft hoặc chưa có fragment nên chưa chốt được mức khớp. | RAW-CON-06=uncertain: Chưa thấy bằng chứng rõ của nội dung bịa học liệu, nhưng evidence còn draft hoặc thiếu fragment nên chưa thể chốt. | RAW-CON-07=uncertain: Chủ đề, bài học, vị trí và hội thoại nhìn chung cùng nội dung, nhưng evidence học liệu chưa đủ chắc để xác nhận dứt khoát.",true,true,true,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,orchestrator-full-sync-from-evidence-policy-checklist,2026-07-19T22:35:20+07:00,shard_01
