sample_id,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,shard_id
HNMU-G8-R0109-STT10,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0110-STT11,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0111-STT12,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0112-STT13,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0113-STT14,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0114-STT1,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0115-STT2,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0116-STT3,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0117-STT4,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0118-STT5,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0119-STT6,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0120-STT7,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0121-STT8,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0122-STT9,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0123-STT10,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0124-STT11,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0125-STT12,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0126-STT13,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0127-STT14,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0128-STT1,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0129-STT2,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0130-STT3,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0131-STT4,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0132-STT5,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0133-STT6,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0134-STT7,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0135-STT8,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0136-STT9,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0137-STT10,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0138-STT11,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0139-STT12,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0140-STT13,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0141-STT14,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0142-STT1,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0143-STT2,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0144-STT3,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0145-STT4,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0146-STT5,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
HNMU-G8-R0147-STT6,Có tiêu chí đối chiếu học liệu còn chưa chắc vì chưa truy xuất được fragment phù hợp: RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,trung bình,"Vui lòng xác nhận câu hỏi, đáp án SGV và hội thoại có khớp đúng bài/vị trí SGK/SGV không, hoặc bổ sung vị trí học liệu rõ hơn nếu có.",RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,,orchestrator-comprehensive-sync-from-checklist,2026-07-19T23:24:16+07:00,shard_01
