sample_id,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,shard_id
HNMU-G8-R0012-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0012,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0013-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0002,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0014-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0011,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0015-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0002,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0016-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0027,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0017-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0018-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0028,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0019-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0020-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0021-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0022-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0023-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0024-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0025-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGV-TIN8-4923610683#F0083,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0026-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGV-TIN8-4923610683#F0083,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0027-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0028-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0029-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0020,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0030-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0031-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0032-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0033-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0034-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0035-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0036-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0037-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0038-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGV-TIN8-4923610683#F0096,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0039-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0040-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0041-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0042-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0048,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0043-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0035,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0044-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0054,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0045-STT2,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0046-STT3,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0047-STT4,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0048-STT5,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0049-STT6,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0050-STT7,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0051-STT8,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0052-STT9,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0053-STT10,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0054-STT11,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0054,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0055-STT12,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0056-STT13,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0057-STT14,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0056,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
HNMU-G8-R0058-STT1,Fragment học liệu chỉ ở trạng thái draft nên các tiêu chí SGK/SGV giữ ở mức uncertain.,trung bình,Vui lòng xác nhận fragment học liệu và lượt hội thoại này có phải bản chép đúng hay cần sửa ký hiệu/nhãn hay không?,RAW-CON-01;RAW-CON-02;RAW-CON-04;RAW-CON-06;RAW-CON-07,LM-SGK-TIN8-0001#F0062,hnmu-dialogue-auditor(shard-01-grade8-9),2026-07-18T22:30:00+07:00,shard_01
