sample_id,source_file,source_row_number,grade,lesson,quality_decision_suggestion,confidence_score,failure_reasons,suggested_reviewer_action,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,evidence_fragment_ids,checked_by,checked_at
HNMU-G6-R0012-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,12,6,Bài 1. Thông tin và dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0004,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0013-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,13,6,Bài 1. Thông tin và dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Vận dụng, trong khi câu hỏi có dấu hiệu Nhận biết; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0013,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0014-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,14,6,Bài 1. Thông tin và dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0004,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0015-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,15,6,Bài 1. Thông tin và dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0004,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0156-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,156,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0157-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,157,6,Bài 12: Trình bày thông tin ở dạng bảng,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0158-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,158,6,Bài 12: Trình bày thông tin ở dạng bảng,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0159-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,159,6,Bài 12: Trình bày thông tin ở dạng bảng,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0160-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,160,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0161-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,161,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0162-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,162,6,Bài 12: Trình bày thông tin ở dạng bảng,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0163-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,163,6,Bài 12: Trình bày thông tin ở dạng bảng,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0164-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,164,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0165-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,165,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0166-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,166,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0167-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,167,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0172,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0168-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,168,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0169-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,169,6,Bài 12: Trình bày thông tin ở dạng bảng,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN6-4918798731#F0271,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0198-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,198,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0192,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0199-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,199,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0193,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0200-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,200,6,Bài 15: Thuật toán,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0201-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,201,6,Bài 15: Thuật toán,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0196,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0202-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,202,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0203-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,203,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0204-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,204,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0205-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,205,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0206-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,206,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0207-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,207,6,Bài 15: Thuật toán,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0208-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,208,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0198,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0209-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,209,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0210-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,210,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0211-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,211,6,Bài 15: Thuật toán,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0190,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0016-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,16,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0017,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0017-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,17,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0018,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0018-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,18,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0018,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0019-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,19,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0020,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0020-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,20,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0021-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,21,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0020,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0022-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,22,6,Bài 2. Xử lí dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0023-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,23,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0024-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,24,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0025-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,25,6,Bài 2. Xử lí dữ liệu,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0026-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,26,6,Bài 2. Xử lí dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0027-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,27,6,Bài 2. Xử lí dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0028-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,28,6,Bài 2. Xử lí dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0029-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,29,6,Bài 2. Xử lí dữ liệu,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0014,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0058-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,58,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0054,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0059-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,59,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0056,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G6-R0060-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 6.xlsx,60,6,Bài 5: Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN6-0001#F0061,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
