sample_id,criterion_id,criterion_group,criterion_name,result,confidence_score,evidence_fragment_id,evidence_source,evidence_match_reason,reason,suggested_reviewer_action,checked_by,checked_at
HNMU-G6-R0007-STT6,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0007-STT6,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0008-STT7,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0008,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0008-STT7,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0008,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0009-STT8,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0009-STT8,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0010-STT9,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0010-STT9,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0011-STT10,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0011-STT10,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0012-STT11,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0012-STT11,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0013-STT12,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0013,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0013-STT12,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGK-TIN6-0001#F0013,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0014-STT13,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0014-STT13,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0015-STT14,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0015-STT14,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGK-TIN6-0001#F0004,shared/learning_resources/ocr_text/sgk_tin_hoc_6/tin_6_bai_1/tin_6_bai_1.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0156-STT1,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0156-STT1,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0157-STT2,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0157-STT2,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0158-STT3,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0158-STT3,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0159-STT4,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0159-STT4,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0160-STT5,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0160-STT5,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0161-STT6,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0161-STT6,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0162-STT7,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0162-STT7,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0163-STT8,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0163-STT8,RAW-CON-07,consistency,Nhất quán metadata,uncertain,0.54,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01; do RAW-CON-05 của cùng mẫu còn chưa chắc nên mức nhất quán metadata chưa đủ mạnh để chốt pass.,"Mức Bloom hoặc metadata ở mẫu này còn mơ hồ, nên chưa chốt được mức nhất quán hoàn toàn giữa chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại.",ask_hnmu_review,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0164-STT9,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0164-STT9,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0165-STT10,RAW-CON-06,consistency,Không bịa học liệu,pass,0.70,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; hội thoại không có chi tiết vượt khỏi nội dung bài học tương ứng.,Không thấy nội dung bịa học liệu hoặc trái với SGK/SGV trong hội thoại.,keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
HNMU-G6-R0165-STT10,RAW-CON-07,consistency,Nhất quán metadata,pass,0.74,LM-SGV-TIN6-4918798731#F0271,shared/learning_resources/ocr_text/sgv_tin_hoc_6/sgv_tin_6_bai_12/sgv_tin_6_bai_12.md,"Tái dùng fragment đã khớp ở RAW-CON-01 của cùng mẫu; metadata, câu hỏi, đáp án và hội thoại đều xoay quanh cùng nội dung.","Chủ đề, bài học, vị trí, câu hỏi, đáp án và hội thoại cùng nói về một nội dung, không thấy lệch bài rõ ràng.",keep,hnmu-dialogue-auditor:repair-shard-01,2026-07-17T23:59:59+07:00
