item_id,parent_id,item_type,source_label,normalized_label,toc_print_page,source_image_page,learning_material_id,evidence_type,status,notes
TIN9-B07,TIN9-CD04,bai_hoc,Bài 7. Trình bày thông tin trong trao đổi và hợp tác,Trình bày thông tin trong trao đổi và hợp tác,27,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B08,TIN9-CD04,bai_hoc,Bài 8. Thực hành: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,Thực hành: Sử dụng công cụ trực quan trình bày thông tin trong trao đổi và hợp tác,30,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-CD04A,TIN9-CD04,chu_de_con,a. Sử dụng bảng tính điện tử nâng cao,Sử dụng bảng tính điện tử nâng cao,34,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B09A,TIN9-CD04A,bai_hoc,Bài 9a. Sử dụng công cụ xác thực dữ liệu,Sử dụng công cụ xác thực dữ liệu,34,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B10A,TIN9-CD04A,bai_hoc,Bài 10a. Sử dụng hàm COUNTIF,Sử dụng hàm COUNTIF,41,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B11A,TIN9-CD04A,bai_hoc,Bài 11a. Sử dụng hàm SUMIF,Sử dụng hàm SUMIF,45,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B12A,TIN9-CD04A,bai_hoc,Bài 12a. Sử dụng hàm IF,Sử dụng hàm IF,48,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B13A,TIN9-CD04A,bai_hoc,Bài 13a. Hoàn thiện bảng tính quản lí tài chính gia đình,Hoàn thiện bảng tính quản lí tài chính gia đình,52,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-CD04B,TIN9-CD04,chu_de_con,b. Làm quen với phần mềm làm video,Làm quen với phần mềm làm video,55,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B09B,TIN9-CD04B,bai_hoc,Bài 9b. Các chức năng chính của phần mềm làm video,Các chức năng chính của phần mềm làm video,55,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B10B,TIN9-CD04B,bai_hoc,Bài 10b. Chuẩn bị dữ liệu và dựng video,Chuẩn bị dữ liệu và dựng video,60,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B11B,TIN9-CD04B,bai_hoc,Bài 11b. Thực hành: Dựng video theo kịch bản,Thực hành: Dựng video theo kịch bản,65,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B12B,TIN9-CD04B,bai_hoc,Bài 12b. Hoàn thành việc dựng video,Hoàn thành việc dựng video,69,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B13B,TIN9-CD04B,bai_hoc,Bài 13b. Biên tập và xuất video,Biên tập và xuất video,73,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-CD05,,chu_de,Chủ đề 5. Giải quyết vấn đề với sự trợ giúp của máy tính,Giải quyết vấn đề với sự trợ giúp của máy tính,76,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B14,TIN9-CD05,bai_hoc,Bài 14. Giải quyết vấn đề,Giải quyết vấn đề,76,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B15,TIN9-CD05,bai_hoc,Bài 15. Bài toán tin học,Bài toán tin học,79,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B16,TIN9-CD05,bai_hoc,Bài 16. Thực hành: Lập chương trình máy tính,Thực hành: Lập chương trình máy tính,83,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-CD06,,chu_de,Chủ đề 6. Hướng nghiệp với tin học,Hướng nghiệp với tin học,87,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-B17,TIN9-CD06,bai_hoc,Bài 17. Tin học và thế giới nghề nghiệp,Tin học và thế giới nghề nghiệp,87,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
TIN9-PL01,,phu_luc,Bảng giải thích thuật ngữ,Bảng giải thích thuật ngữ,91,5,LM-SGK-TIN9-4700233123,ocr_toc,needs_hnmu_review,Tên lấy từ OCR mục lục SGK Tin học 9; cần HNMU/UET rà soát trước khi chốt mã chính thức.
