sample_id,criterion_id,criterion_group,criterion_name,result,confidence_score,evidence_fragment_id,evidence_source,evidence_match_reason,reason,suggested_reviewer_action,checked_by,checked_at
HNMU-G8-R0158-STT3,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0174,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0158-STT3,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0174,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0159-STT4,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0173,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Nêu được tên công cụ dùng để chọn một vùng ảnh hình chữ nhật.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Mục 3. Công cụ chọn; evidence LM-SGK-TIN8-0001#F0173 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0159-STT4,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0173,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.",Đáp án SGV 'Rectangle Select Tool' trả lời trực tiếp cho câu hỏi 'Nêu được tên công cụ dùng để chọn một vùng ảnh hình chữ nhật.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0159-STT4,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0173,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0159-STT4,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0173,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0160-STT5,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Phân biệt được sự khác nhau giữa lệnh Save và lệnh Export.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Luyện tập; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0160-STT5,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.","Đáp án SGV 'Save: lưu tệp dự án (.xcf) để sửa đổi; Export: xuất ra tệp ảnh (.jpg, .png) để sử dụng.' trả lời trực tiếp cho câu hỏi 'Phân biệt được sự khác nhau giữa lệnh Save và lệnh Export.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0160-STT5,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0160-STT5,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0161-STT6,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Mô tả được chức năng chính của Hộp công cụ (Toolbox).' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Mục 1. Khám phá; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0161-STT6,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.","Đáp án SGV 'Chứa các công cụ dùng để thao tác, chỉnh sửa, vẽ, chọn vùng...' trả lời trực tiếp cho câu hỏi 'Mô tả được chức năng chính của Hộp công cụ (Toolbox).'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0161-STT6,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0161-STT6,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0162-STT7,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Giải thích được lợi ích của việc lưu ảnh dưới định dạng .xcf.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Câu hỏi củng cố; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0162-STT7,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.",Đáp án SGV 'Giữ nguyên cấu trúc các lớp (layers) và thiết lập để có thể tiếp tục chỉnh sửa chi tiết về sau.' trả lời trực tiếp cho câu hỏi 'Giải thích được lợi ích của việc lưu ảnh dưới định dạng .xcf.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0162-STT7,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0162-STT7,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0163-STT8,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Trình bày được cách mở một tệp ảnh có sẵn trong máy tính vào GIMP.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Mục 1. Kiến thức mới; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0163-STT8,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.",Đáp án SGV 'Vào File -> Open -> Tìm đường dẫn đến tệp ảnh -> Chọn Open.' trả lời trực tiếp cho câu hỏi 'Trình bày được cách mở một tệp ảnh có sẵn trong máy tính vào GIMP.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0163-STT8,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0163-STT8,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0164-STT9,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Hiểu được tác dụng của phím tắt Ctrl+Z (Undo) trong quá trình chỉnh sửa.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Luyện tập; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0164-STT9,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.","Đáp án SGV 'Hoàn tác, huỷ lệnh vừa làm sai để ảnh quay về trạng thái trước đó.' trả lời trực tiếp cho câu hỏi 'Hiểu được tác dụng của phím tắt Ctrl+Z (Undo) trong quá trình chỉnh sửa.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0164-STT9,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0164-STT9,RAW-CON-07,consistency,Nhất quán metadata,pass,0.90,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,Metadata repaired theo lesson_code + lesson_key khớp với registry học liệu; canonical lesson và fragment evidence đồng nhất.,"lesson, lesson_code, canonical_lesson_id, canonical_lesson_label và evidence_lesson_title của mẫu này cùng chỉ về một bài; không có xung đột metadata sau khi map theo regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0165-STT10,RAW-CON-01,consistency,Câu hỏi khớp bài/vị trí,pass,0.82,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Fragment OCR draft nhưng là evidence đúng bài, đúng lớp và đúng lesson_code theo metadata canonical.","Câu hỏi 'Trình bày được mục đích của công cụ Crop Tool khi xử lí ảnh.' khớp đúng bài [8b] Làm quen với phần mềm chỉnh sửa ảnh và vị trí Mục 4. Công cụ cắt; evidence LM-SGK-TIN8-0001#F0166 thuộc đúng Bài 8B. Phần mềm chỉnh sửa ảnh, không thấy lệch bài/vị trí sau khi repair regex-only.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0165-STT10,RAW-CON-02,consistency,Đáp án SGV khớp câu hỏi,pass,0.80,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Đáp án SGV và fragment học liệu cùng quy về đúng bài; dù evidence là draft, nội dung trả lời vẫn khớp câu hỏi.","Đáp án SGV 'Dùng để cắt bỏ phần viền thừa, thu hẹp khung hình vào trọng tâm cần lấy của bức ảnh.' trả lời trực tiếp cho câu hỏi 'Trình bày được mục đích của công cụ Crop Tool khi xử lí ảnh.'; hội thoại bám cùng nội dung nên không có mâu thuẫn với evidence của bài [8b] Làm quen với phần mềm chỉnh sửa ảnh.",Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
HNMU-G8-R0165-STT10,RAW-CON-06,consistency,Không bịa học liệu,pass,0.78,LM-SGK-TIN8-0001#F0166,shared/learning_resources/ocr_text/sgk_tin_hoc_8/tin_8_bai_8b/tin_8_bai_8b.md,"Các thuật ngữ và thao tác trong dialogue đều nằm trong phạm vi fragment evidence của đúng bài, không có dấu hiệu bịa học liệu rõ.",Hội thoại chỉ triển khai các khái niệm/thao tác nằm trong phạm vi bài Phần mềm chỉnh sửa ảnh; không thấy chi tiết trái SGK/SGV hay bịa sang học liệu khác.,Không cần hành động,hnmu-dialogue-auditor-regex-repair,2026-07-19T18:16:34+07:00
